locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMKOHAHG_02134	CDS	261	rpsT		COG0268	30S ribosomal protein S20
IMKOHAHG_02135	CDS	270	rpsO			30S ribosomal protein S15
IMKOHAHG_02136	CDS	876	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IMKOHAHG_02137	CDS	1710	rnj2	3.1.-.-		Ribonuclease J 2
IMKOHAHG_02138	CDS	939				hypothetical protein
IMKOHAHG_02139	CDS	1191	tuf			Elongation factor Tu
IMKOHAHG_02140	CDS	1326	tig	5.2.1.8	COG0544	Trigger factor
IMKOHAHG_02141	CDS	1248	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IMKOHAHG_02142	CDS	597	engB		COG0218	putative GTP-binding protein EngB
IMKOHAHG_02143	CDS	297				hypothetical protein
IMKOHAHG_02144	CDS	147				hypothetical protein
IMKOHAHG_02145	CDS	747	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
IMKOHAHG_02146	CDS	1809	uvrC		COG0322	UvrABC system protein C
IMKOHAHG_02147	CDS	1302	obg	3.6.5.-	COG0536	GTPase Obg
IMKOHAHG_02148	CDS	279				hypothetical protein
IMKOHAHG_02149	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
IMKOHAHG_02150	CDS	816				hypothetical protein
IMKOHAHG_02151	CDS	2322				hypothetical protein
IMKOHAHG_02152	CDS	519	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IMKOHAHG_02153	CDS	447				hypothetical protein
IMKOHAHG_02154	CDS	627				hypothetical protein
IMKOHAHG_02155	CDS	354				hypothetical protein
IMKOHAHG_02156	CDS	375				hypothetical protein
IMKOHAHG_02157	CDS	2814				hypothetical protein
IMKOHAHG_02158	CDS	657	dedA_3		COG0586	Protein DedA
IMKOHAHG_02159	CDS	1023	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
IMKOHAHG_02160	CDS	207				hypothetical protein
IMKOHAHG_02161	tRNA	86				tRNA-Leu(cag)
IMKOHAHG_02162	CDS	198				hypothetical protein
IMKOHAHG_02163	CDS	300				hypothetical protein
IMKOHAHG_02164	CDS	189				hypothetical protein
IMKOHAHG_02165	CDS	354			COG2826	IS30 family transposase ISLpl1
IMKOHAHG_02166	CDS	267				hypothetical protein
IMKOHAHG_02167	CDS	120				hypothetical protein
IMKOHAHG_02168	CDS	249				hypothetical protein
IMKOHAHG_02169	CDS	897	yegS	2.7.1.-		lipid kinase YegS
IMKOHAHG_02170	CDS	984				hypothetical protein
IMKOHAHG_02171	CDS	879				hypothetical protein
IMKOHAHG_02172	CDS	792				hypothetical protein
IMKOHAHG_02173	CDS	240				hypothetical protein
IMKOHAHG_02174	CDS	339				hypothetical protein
	repeat_region	148				
IMKOHAHG_02175	CDS	198				hypothetical protein
IMKOHAHG_02176	CDS	720				hypothetical protein
IMKOHAHG_02177	CDS	279				hypothetical protein
IMKOHAHG_02178	CDS	210				hypothetical protein
IMKOHAHG_02179	CDS	2061				hypothetical protein
IMKOHAHG_02180	CDS	312				hypothetical protein
IMKOHAHG_02181	CDS	615				hypothetical protein
IMKOHAHG_02182	CDS	336				hypothetical protein
IMKOHAHG_02183	CDS	363				hypothetical protein
IMKOHAHG_02184	CDS	660				hypothetical protein
IMKOHAHG_02185	CDS	2019				hypothetical protein
IMKOHAHG_02186	CDS	1419				hypothetical protein
IMKOHAHG_02187	CDS	1155				hypothetical protein
IMKOHAHG_02188	CDS	618				hypothetical protein
IMKOHAHG_02189	CDS	402				hypothetical protein
IMKOHAHG_02190	CDS	471				hypothetical protein
IMKOHAHG_02191	CDS	1512				hypothetical protein
IMKOHAHG_02192	CDS	390				hypothetical protein
IMKOHAHG_02193	CDS	840				hypothetical protein
IMKOHAHG_02194	CDS	411				hypothetical protein
IMKOHAHG_02195	CDS	2136	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
IMKOHAHG_02196	CDS	216				hypothetical protein
IMKOHAHG_02197	CDS	1125				hypothetical protein
IMKOHAHG_02198	CDS	1074	bcgIB	3.1.21.-		Restriction enzyme BgcI subunit beta
IMKOHAHG_02199	CDS	1932	bcgIA	3.1.21.-		Restriction enzyme BgcI subunit alpha
IMKOHAHG_02200	CDS	312				hypothetical protein
IMKOHAHG_02201	CDS	363				hypothetical protein
IMKOHAHG_02202	CDS	585	bin3_3			Putative transposon Tn552 DNA-invertase bin3
IMKOHAHG_02203	CDS	864	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IMKOHAHG_02204	CDS	831				hypothetical protein
IMKOHAHG_02205	CDS	354				hypothetical protein
IMKOHAHG_02206	CDS	675	hrtA	3.6.3.-		Putative hemin import ATP-binding protein HrtA
IMKOHAHG_02207	CDS	1047				hypothetical protein
IMKOHAHG_02208	CDS	843				IS3 family transposase ISBce13
IMKOHAHG_02209	CDS	315				hypothetical protein
IMKOHAHG_02210	CDS	324				hypothetical protein
IMKOHAHG_02211	CDS	486	oxyR_2			Hydrogen peroxide-inducible genes activator
IMKOHAHG_02212	CDS	390				hypothetical protein
IMKOHAHG_02213	CDS	501				hypothetical protein
IMKOHAHG_02214	CDS	240	secG		COG1314	putative protein-export membrane protein SecG
IMKOHAHG_02215	CDS	750	est	3.1.1.1		Carboxylesterase
IMKOHAHG_02216	CDS	2337	rnr	3.1.13.1	COG0557	Ribonuclease R
IMKOHAHG_02217	CDS	471	smpB		COG0691	SsrA-binding protein
IMKOHAHG_02218	CDS	549				hypothetical protein
IMKOHAHG_02219	CDS	708	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IMKOHAHG_02220	CDS	978	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IMKOHAHG_02221	CDS	498	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IMKOHAHG_02222	CDS	504				hypothetical protein
IMKOHAHG_02223	CDS	537	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
IMKOHAHG_02224	CDS	756	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
IMKOHAHG_02225	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IMKOHAHG_02226	CDS	2106	nhaK_5		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
IMKOHAHG_02227	CDS	657				hypothetical protein
IMKOHAHG_02228	CDS	849	dacA_2	2.7.7.85	COG1624	Diadenylate cyclase
IMKOHAHG_02229	CDS	756	cdaR		COG4856	CdaA regulatory protein CdaR
IMKOHAHG_02230	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
IMKOHAHG_02231	CDS	1821	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IMKOHAHG_02232	CDS	852				hypothetical protein
IMKOHAHG_02233	CDS	813	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IMKOHAHG_02234	CDS	1152				hypothetical protein
IMKOHAHG_02235	CDS	1536	sauT_2	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
IMKOHAHG_02236	CDS	1194				hypothetical protein
IMKOHAHG_02237	CDS	573	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMKOHAHG_02238	CDS	102				hypothetical protein
IMKOHAHG_02239	CDS	666				hypothetical protein
IMKOHAHG_02240	CDS	789				hypothetical protein
IMKOHAHG_02241	CDS	1431				hypothetical protein
IMKOHAHG_02242	CDS	2922				hypothetical protein
IMKOHAHG_02243	CDS	1341	garB_2	1.8.1.16		Glutathione amide reductase
IMKOHAHG_02244	CDS	969	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMKOHAHG_02245	CDS	1521				hypothetical protein
IMKOHAHG_02246	rRNA	113				5S ribosomal RNA
IMKOHAHG_02247	CDS	4305	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
IMKOHAHG_02248	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
IMKOHAHG_02249	CDS	1272	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
IMKOHAHG_02250	CDS	786				hypothetical protein
IMKOHAHG_02251	CDS	777	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IMKOHAHG_02252	CDS	564	frr			Ribosome-recycling factor
IMKOHAHG_02253	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
IMKOHAHG_02254	CDS	879	tsf		COG0264	Elongation factor Ts
IMKOHAHG_02255	CDS	810	rpsB		COG0052	30S ribosomal protein S2
IMKOHAHG_02256	CDS	999		1.1.1.28		D-lactate dehydrogenase
IMKOHAHG_02257	CDS	324				hypothetical protein
IMKOHAHG_02258	CDS	702				hypothetical protein
IMKOHAHG_02259	CDS	495				hypothetical protein
IMKOHAHG_02260	CDS	156				hypothetical protein
IMKOHAHG_02261	CDS	558				hypothetical protein
IMKOHAHG_02262	CDS	648	fnr_2		COG0664	Anaerobic regulatory protein
IMKOHAHG_02263	CDS	1974	tetM			Tetracycline resistance protein TetM from transposon TnFO1
IMKOHAHG_02264	CDS	678				hypothetical protein
IMKOHAHG_02265	CDS	885				hypothetical protein
IMKOHAHG_02266	CDS	1770	lmrA_2	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
IMKOHAHG_02267	CDS	879	pip	3.4.11.5		Proline iminopeptidase
IMKOHAHG_02268	CDS	1059	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
IMKOHAHG_02269	CDS	912	lacF			Lactose transport system permease protein LacF
IMKOHAHG_02270	CDS	822	araQ		COG0395	L-arabinose transport system permease protein AraQ
IMKOHAHG_02271	CDS	1245	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
IMKOHAHG_02272	CDS	2244	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
IMKOHAHG_02273	CDS	186				hypothetical protein
IMKOHAHG_02274	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
IMKOHAHG_02275	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IMKOHAHG_02276	CDS	1203		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
IMKOHAHG_02277	CDS	1023	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
IMKOHAHG_02278	CDS	1011				hypothetical protein
IMKOHAHG_02279	CDS	1191	dapX_3	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IMKOHAHG_02280	CDS	249				hypothetical protein
IMKOHAHG_02281	CDS	441				hypothetical protein
IMKOHAHG_02282	CDS	294				hypothetical protein
IMKOHAHG_02283	CDS	447				hypothetical protein
IMKOHAHG_02284	CDS	288				hypothetical protein
IMKOHAHG_02285	CDS	957				hypothetical protein
IMKOHAHG_02286	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
IMKOHAHG_02287	CDS	102				hypothetical protein
IMKOHAHG_02288	CDS	609				hypothetical protein
IMKOHAHG_02289	CDS	1380	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
IMKOHAHG_02290	CDS	645				hypothetical protein
IMKOHAHG_02291	CDS	780	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
IMKOHAHG_02292	CDS	642				hypothetical protein
IMKOHAHG_02293	CDS	654	dedA_4		COG0586	Protein DedA
IMKOHAHG_02294	CDS	567	ypjQ_2		COG1267	putative protein YpjQ
IMKOHAHG_02295	CDS	366				hypothetical protein
IMKOHAHG_02296	CDS	1233				hypothetical protein
IMKOHAHG_02297	CDS	303				hypothetical protein
IMKOHAHG_02298	CDS	279				hypothetical protein
IMKOHAHG_02299	CDS	588				hypothetical protein
IMKOHAHG_02300	CDS	195				hypothetical protein
IMKOHAHG_02301	CDS	522				hypothetical protein
IMKOHAHG_02302	CDS	1314				hypothetical protein
IMKOHAHG_02303	CDS	885	parA			Chromosome partitioning protein ParA
IMKOHAHG_02304	CDS	414				hypothetical protein
IMKOHAHG_02305	CDS	828				hypothetical protein
IMKOHAHG_02306	CDS	1197				hypothetical protein
IMKOHAHG_02307	CDS	1038				putative protein
IMKOHAHG_02308	CDS	1803	thrS_2	6.1.1.3	COG0441	Threonine--tRNA ligase
IMKOHAHG_02309	CDS	204				hypothetical protein
IMKOHAHG_02310	CDS	204				hypothetical protein
IMKOHAHG_02311	CDS	951				hypothetical protein
IMKOHAHG_02312	CDS	807				hypothetical protein
IMKOHAHG_02313	CDS	447	ssb		COG0629	Single-stranded DNA-binding protein
IMKOHAHG_02314	CDS	882				hypothetical protein
IMKOHAHG_02315	CDS	279				hypothetical protein
IMKOHAHG_02316	CDS	141				hypothetical protein
IMKOHAHG_02317	CDS	180				hypothetical protein
IMKOHAHG_02318	CDS	411				hypothetical protein
IMKOHAHG_02319	CDS	291				hypothetical protein
IMKOHAHG_02320	CDS	165				hypothetical protein
IMKOHAHG_02321	CDS	384				hypothetical protein
IMKOHAHG_02322	CDS	393				hypothetical protein
IMKOHAHG_02323	CDS	213				hypothetical protein
IMKOHAHG_02324	CDS	216				hypothetical protein
IMKOHAHG_02325	CDS	174				hypothetical protein
IMKOHAHG_02326	CDS	456				hypothetical protein
IMKOHAHG_02327	CDS	360	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
IMKOHAHG_02328	CDS	411	yydK		COG2188	putative HTH-type transcriptional regulator YydK
IMKOHAHG_02329	CDS	468	dps_2	1.16.-.-	COG0783	DNA protection during starvation protein
IMKOHAHG_02330	CDS	1140	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
IMKOHAHG_02331	CDS	1299				hypothetical protein
IMKOHAHG_02332	CDS	855	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IMKOHAHG_02333	CDS	816	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
IMKOHAHG_02334	rRNA	1692				23S ribosomal RNA (partial)
IMKOHAHG_02335	tRNA	74				tRNA-Glu(ttc)
IMKOHAHG_02336	tRNA	90				tRNA-Ser(gct)
IMKOHAHG_02337	tRNA	76				tRNA-Ile(gat)
IMKOHAHG_02338	tRNA	71				tRNA-Gly(tcc)
IMKOHAHG_02339	tRNA	75				tRNA-Phe(gaa)
IMKOHAHG_02340	tRNA	76				tRNA-Asp(gtc)
IMKOHAHG_02341	tRNA	76				tRNA-Met(cat)
IMKOHAHG_02342	tRNA	90				tRNA-Ser(tga)
IMKOHAHG_02343	tRNA	76				tRNA-Met(cat)
IMKOHAHG_02344	tRNA	76				tRNA-Met(cat)
IMKOHAHG_02345	tRNA	76				tRNA-Pro(tgg)
IMKOHAHG_02346	tRNA	76				tRNA-Arg(acg)
IMKOHAHG_02347	tRNA	87				tRNA-Leu(taa)
IMKOHAHG_02348	tRNA	72				tRNA-Gly(gcc)
IMKOHAHG_02349	tRNA	76				tRNA-Thr(tgt)
IMKOHAHG_02350	tRNA	75				tRNA-Lys(ttt)
IMKOHAHG_02351	tRNA	75				tRNA-Val(tac)
IMKOHAHG_02352	rRNA	113				5S ribosomal RNA
IMKOHAHG_02353	rRNA	1456				16S ribosomal RNA
